iter	MultiClass
114	0.06309063471
115	0.06231542299
116	0.06184371295
117	0.0613360421
118	0.06074276474
119	0.06014263498
120	0.0597547473
121	0.05912057452
122	0.05867997132
123	0.05804327594
124	0.05747362522
125	0.05680117833
126	0.05632469345
127	0.05596991697
128	0.05534956532
129	0.05483070104
130	0.05438659247
131	0.05376418021
132	0.05345332777
133	0.05307707574
134	0.05268968875
135	0.05227900808
136	0.05186044589
137	0.05147148874
138	0.05101777662
139	0.05055426648
140	0.0500725198
141	0.04951369478
142	0.04911196173
143	0.0486459114
144	0.04823958432
145	0.04769790756
146	0.04726441903
147	0.04675916004
148	0.04636206158
149	0.04590741623
150	0.04535412637
151	0.04500650472
152	0.04473409541
153	0.04434272918
154	0.04400970256
155	0.0437155974
156	0.04348300563
157	0.04313178361
158	0.04280287225
159	0.04242951064
160	0.04213174264
161	0.04176037916
162	0.04147739664
163	0.04119704007
164	0.04086615049
165	0.04063210487
166	0.04040213821
167	0.0402178164
168	0.03990694357
169	0.03964366058
170	0.03946289021
171	0.03919419126
172	0.03885349295
173	0.03855539094
174	0.0383631204
175	0.03815928058
176	0.03788863375
177	0.03758603884
178	0.03739102804
179	0.03723467807
180	0.03701824538
181	0.03678484584
182	0.03660570926
183	0.036285482
184	0.03608542695
185	0.03582482565
186	0.03562797331
187	0.03540842164
188	0.03517356317
189	0.03494652778
190	0.03471573032
191	0.03445875862
192	0.03417914324
193	0.03397050131
194	0.03381980794
195	0.03368284714
196	0.03351028694
197	0.03332037462
198	0.03306553232
199	0.03290875367
200	0.03271571884
201	0.03257652715
202	0.03240199964
203	0.0321928829
204	0.0320207628
205	0.03183359028
206	0.03166721708
207	0.03147672342
208	0.03128492541
209	0.03109389495
210	0.03084495233
211	0.03069236497
212	0.03049807346
213	0.03038184763
214	0.03020233597
215	0.03001523477
216	0.0298982686
217	0.02977641968
218	0.02964115472
219	0.02944144356
220	0.02931996468
221	0.02910966077
222	0.02900961666
223	0.02878619875
224	0.02866415385
225	0.02854518015
226	0.02844624132
227	0.02827049758
228	0.02812774715
229	0.02796220545
230	0.02779016743
231	0.02762650567
232	0.02747367176
233	0.02737173916
234	0.02722368963
235	0.0269788465
236	0.0268157823
237	0.02659614203
238	0.02644128772
239	0.02633040964
240	0.02621876336
241	0.02608473564
242	0.02595709547
243	0.02586911213
244	0.02575508824
245	0.02564788684
246	0.02548336085
247	0.02533795699
248	0.02522884252
249	0.02512889964
250	0.0250464365
251	0.02493291581
252	0.02484080299
253	0.02474359205
254	0.02463647406
255	0.02451578258
256	0.02444181315
257	0.02434083094
258	0.02426018766
259	0.02418018988
260	0.02405050028
261	0.02395245259
262	0.02386758896
263	0.02373964118
264	0.02360581835
265	0.02354084537
266	0.02343923538
267	0.02332702147
268	0.02321311828
269	0.02311748456
270	0.02302026951
271	0.02292835707
272	0.02283738097
273	0.02276691066
274	0.02267458811
275	0.0225923908
276	0.02249612992
277	0.0224047064
278	0.02229726119
279	0.02223087053
280	0.02215281895
281	0.02206258615
282	0.02197530861
283	0.02188411656
284	0.02181740976
285	0.02170703129
286	0.02162961096
287	0.02154005908
288	0.02147105526
289	0.0213719883
290	0.02129878318
291	0.02123853645
292	0.02115044752
293	0.02106307929
294	0.02100205806
295	0.0209161065
296	0.02085230456
297	0.02080332944
298	0.02072857105
299	0.02065590146
300	0.02054328715
301	0.02042458691
302	0.02036195111
303	0.02030563172
304	0.02022475603
305	0.02017141133
306	0.0201043074
307	0.02002146868
308	0.01992483985
309	0.01984053184
310	0.01976882349
311	0.01969253169
312	0.01963451999
313	0.01958815776
314	0.01951998057
315	0.01944811057
316	0.01938705642
317	0.01928658706
318	0.0192273088
319	0.01914948796
320	0.01907469786
321	0.0190128167
322	0.01894302583
323	0.01889355604
324	0.0188159819
325	0.01874828596
326	0.01867646534
327	0.01863284028
328	0.01858820344
329	0.01852673499
330	0.01847525832
331	0.01840695727
332	0.0183447743
333	0.01829736856
334	0.0182417013
335	0.01819228688
336	0.01813527695
337	0.01806036943
338	0.01799914383
339	0.01794015871
340	0.01789675747
341	0.01785467719
342	0.01780711884
343	0.01770847279
344	0.01766167173
345	0.01760538674
346	0.0175636867
347	0.0174621312
348	0.01740710247
349	0.01734890213
350	0.01727664297
351	0.01723698939
352	0.0171816577
353	0.01714735889
354	0.0171022264
355	0.01706270174
356	0.01696216799
357	0.01686752689
358	0.01681217319
359	0.01677317868
360	0.01672571829
361	0.0166550886
362	0.0166155762
363	0.01655917212
364	0.01649795388
365	0.01644529299
366	0.01641186657
367	0.01635408412
368	0.01627320191
369	0.01623872939
370	0.01617120924
371	0.01612719009
372	0.01606216736
373	0.01601448862
374	0.01595387001
375	0.01588937681
376	0.01585851095
377	0.01581107904
378	0.01577554325
379	0.01573656826
380	0.01568987712
381	0.01565598371
382	0.01558665043
383	0.01553885881
384	0.01544801675
385	0.01540022701
386	0.01536785785
387	0.01533401302
388	0.0152875204
389	0.01525353905
390	0.01522806668
391	0.01519526763
392	0.01515413854
393	0.01512309212
394	0.01507500076
395	0.015045875
396	0.01497134138
397	0.01490606917
398	0.01485959735
399	0.01481503289
400	0.01478551638
401	0.01475178414
402	0.01467685577
403	0.01461944269
404	0.0145932194
405	0.01455557886
406	0.01452454969
407	0.01448986368
408	0.01444338603
409	0.01439426621
410	0.01436073227
411	0.01431672817
412	0.01427478854
413	0.01423779136
414	0.01420480903
415	0.01418160738
416	0.01415264254
417	0.01411645044
418	0.01408598538
419	0.01405115542
420	0.01400749001
421	0.01398568888
422	0.01394703142
423	0.01391756431
424	0.0138833625
425	0.01385693735
426	0.01382090664
427	0.01378131946
428	0.01375985683
429	0.01371960082
430	0.01368042346
431	0.01364542505
432	0.01361663871
433	0.01356877533
434	0.01351999622
435	0.01349551043
436	0.01346158358
437	0.01342771919
438	0.01339474911
439	0.0133611174
440	0.01333175912
441	0.01329545418
442	0.01324736308
443	0.01321709539
444	0.01316541869
445	0.01313600297
446	0.01310177818
447	0.01307648533
448	0.01303793157
449	0.01301212796
450	0.01298979641
451	0.01293712845
452	0.01290551337
453	0.01288551319
454	0.01282867185
455	0.01280024577
456	0.0127663736
457	0.01273941185
458	0.01270224058
459	0.0126641667
460	0.01263158476
461	0.01261108178
462	0.01258484796
463	0.01255957111
464	0.01252903173
465	0.01249692096
466	0.0124736346
467	0.01245384345
468	0.01242356074
469	0.0124063799
470	0.01238705849
471	0.01235644814
472	0.01233180698
473	0.01229173391
474	0.01223850074
475	0.01220627619
476	0.01218221899
477	0.01216207904
478	0.01212614417
479	0.01209053018
480	0.01206686265
481	0.01204164669
482	0.01201970272
483	0.01200301698
484	0.01198046713
485	0.0119606002
486	0.01194110813
487	0.01191220677
488	0.011893266
489	0.0118721275
490	0.01184450814
491	0.0118142893
492	0.01179002522
493	0.0117531134
494	0.01173431141
495	0.01170947927
496	0.01168168469
497	0.01166145353
498	0.01163055751
499	0.01160625243
500	0.0115747336
501	0.01155933379
502	0.01154419412
503	0.01152352054
504	0.01150188226
505	0.01148085906
506	0.0114615457
507	0.01143243673
508	0.01140997764
509	0.01138597876
510	0.01135514101
511	0.01132767705
512	0.01129323779
513	0.01127287087
514	0.0112519729
515	0.01121925873
516	0.01119063189
517	0.01117094037
518	0.01114912412
519	0.01113201522
520	0.01111173302
521	0.0110675894
522	0.01104569157
523	0.01101868215
524	0.01099523246
525	0.010966771
526	0.01093894924
527	0.01091930466
528	0.010903074
529	0.01088069765
530	0.01086163679
531	0.01084646533
532	0.01082595606
533	0.01078228226
534	0.01076317574
535	0.01074103232
536	0.01071573358
537	0.010697665
538	0.01067333028
539	0.01065856303
540	0.01064052736
541	0.01061428248
542	0.01058598429
543	0.01055971173
544	0.0105376263
545	0.01051556073
546	0.01049350673
547	0.01046992297
18704346
547	0.009795433025
548	0.009777665774
549	0.009759902758
550	0.009743113738
60746838
552	0.009937706993
553	0.009918453626
554	0.009899677338
555	0.009880012649
556	0.009861281051
